student_id,gender,age,parental_education,family_income,internet_access,study_environment,study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,participation_score,online_courses_completed,tutoring,math_score,reading_score,writing_score,science_score,final_exam_score,previous_gpa,pass_fail,grade_category
S04404,Male,17,Master,High,Yes,Moderate,2.98,97.9,5.55,1.8,83.3,48.7,1,Yes,77.6,79.1,50.6,70.8,71.1,2.85,Pass,C
S04405,Female,16,Bachelor,High,Yes,Moderate,3.8,70.1,7.54,4.1,44.0,55.4,5,Yes,49.5,39.4,49.4,46.3,45.8,1.8,Fail,F
S04406,Male,16,High School,High,Yes,Moderate,1.53,86.3,7.51,1.1,61.9,98.6,2,No,42.1,52.6,57.4,53.4,48.8,1.55,Fail,F
S04407,Male,16,High School,High,Yes,Moderate,3.36,81.5,8.15,0.9,89.4,64.3,2,No,67.0,66.3,63.0,65.0,65.6,2.31,Pass,C
S04408,Female,15,Bachelor,High,Yes,Moderate,3.3,90.9,4.86,3.1,69.9,82.5,3,No,49.5,39.3,58.0,22.0,41.5,1.88,Fail,F
S04409,Female,15,Master,Medium,Yes,Quiet,1.85,76.5,8.17,2.8,76.9,86.1,0,No,71.3,69.0,63.3,70.9,63.6,2.43,Pass,D
S04410,Female,17,Bachelor,Low,Yes,Noisy,2.27,76.3,8.11,1.3,85.4,50.5,3,Yes,46.0,48.7,41.9,38.0,49.0,1.63,Fail,F
S04411,Female,16,Bachelor,Medium,Yes,Quiet,3.83,85.0,8.21,1.3,68.7,57.1,4,Yes,45.3,63.5,47.6,58.4,55.3,2.5,Pass,D
S04412,Female,15,Master,Low,Yes,Quiet,1.63,75.8,7.12,3.1,70.7,70.1,0,No,45.3,37.7,43.7,43.8,40.1,1.65,Fail,F
S04413,Male,17,Bachelor,High,Yes,Noisy,5.96,87.6,7.22,2.9,74.6,59.9,2,Yes,57.1,63.3,57.2,57.4,56.1,2.54,Pass,D
S04414,Female,17,High School,Medium,Yes,Noisy,3.67,64.6,7.22,0.9,82.3,76.0,7,Yes,42.0,50.4,50.6,42.2,46.8,2.02,Fail,F
S04415,Female,17,Bachelor,Medium,Yes,Moderate,2.93,96.8,6.09,1.5,55.5,77.9,1,No,53.5,69.6,69.8,57.3,62.5,2.62,Pass,D
S04416,Male,17,Bachelor,Low,Yes,Quiet,2.7,57.1,6.13,1.1,84.5,73.1,2,No,53.3,39.2,38.2,42.6,41.2,1.44,Fail,F
S04417,Male,17,Bachelor,Medium,Yes,Noisy,3.95,94.0,7.23,0.0,79.6,69.3,3,No,56.3,55.6,74.5,61.4,61.6,2.66,Pass,D
S04418,Female,18,Bachelor,Medium,Yes,Moderate,2.51,79.2,6.75,4.5,81.6,78.6,1,Yes,34.3,41.5,45.3,52.0,41.5,1.99,Fail,F
S04419,Male,16,PhD,High,Yes,Moderate,2.56,70.5,7.72,2.9,68.9,87.9,0,Yes,37.8,35.7,47.7,41.5,39.0,1.49,Fail,F
S04420,Male,17,High School,Low,Yes,Noisy,4.74,86.7,6.64,4.2,79.2,89.5,0,No,70.3,76.3,63.9,69.0,69.1,2.72,Pass,C
S04421,Female,18,PhD,High,Yes,Quiet,2.43,93.9,5.53,2.0,94.3,74.0,6,No,58.9,58.1,40.4,56.1,55.4,2.31,Pass,D
S04422,Male,16,Bachelor,High,No,Moderate,3.16,96.6,5.58,1.0,90.2,56.8,4,No,42.5,49.3,51.6,62.2,49.7,1.96,Fail,F
S04423,Male,15,Bachelor,Medium,Yes,Moderate,2.09,96.3,6.24,1.2,98.4,67.4,2,No,37.0,47.8,42.2,38.4,45.6,1.98,Fail,F
S04424,Female,17,High School,Medium,Yes,Moderate,3.31,76.4,7.73,1.2,66.5,80.2,3,Yes,38.6,27.8,42.8,51.9,41.6,2.24,Fail,F
S04425,Female,18,High School,Medium,Yes,Quiet,3.7,87.0,6.48,1.7,90.2,86.5,2,Yes,65.2,52.6,61.1,61.8,61.5,2.55,Pass,D
S04426,Male,15,Master,Low,Yes,Quiet,5.02,67.2,7.3,0.2,70.6,86.0,2,No,62.7,49.8,58.8,54.2,58.4,2.44,Pass,D
S04427,Male,18,Bachelor,Low,Yes,Moderate,1.88,85.8,5.33,1.9,46.0,67.4,2,No,50.0,22.3,33.1,39.1,35.9,1.26,Fail,F
S04428,Female,16,High School,High,Yes,Quiet,1.26,88.4,7.16,1.6,94.0,73.4,5,No,46.9,36.0,46.8,40.4,43.3,2.02,Fail,F
S04429,Male,16,Bachelor,Medium,Yes,Quiet,2.68,81.2,7.04,3.8,91.6,77.8,2,Yes,49.8,54.3,46.2,46.5,46.2,1.83,Fail,F
S04430,Male,15,High School,Low,Yes,Quiet,2.26,66.6,8.19,3.3,100.0,91.9,3,No,33.9,25.1,26.4,35.9,30.8,1.41,Fail,F
S04431,Male,18,PhD,Medium,Yes,Quiet,2.98,79.1,7.15,1.9,58.1,58.7,0,No,22.6,31.0,27.9,21.3,24.1,0.88,Fail,F
S04432,Female,17,Master,Medium,No,Quiet,3.63,100.0,7.76,3.2,82.5,76.9,0,No,49.7,62.1,45.2,49.0,50.8,1.94,Pass,D
S04433,Male,17,High School,Low,Yes,Quiet,5.72,88.9,8.95,0.9,76.7,62.3,2,No,63.7,88.3,91.1,90.5,81.3,3.54,Pass,B
S04434,Male,15,Master,Medium,Yes,Noisy,2.46,80.2,7.04,0.6,97.2,87.5,1,No,50.1,65.3,60.6,54.1,59.0,2.32,Pass,D
S04435,Female,15,Master,Low,Yes,Quiet,0.5,83.4,8.53,2.4,59.2,69.5,1,No,33.5,30.5,36.0,28.4,34.6,1.33,Fail,F
S04436,Male,15,High School,Low,Yes,Moderate,2.71,88.8,7.12,2.7,76.2,73.6,2,Yes,51.1,60.9,49.5,56.0,56.0,2.25,Pass,D
S04437,Male,18,Bachelor,Medium,Yes,Moderate,3.42,69.5,6.47,2.3,81.4,57.4,3,Yes,58.9,43.3,45.3,46.3,47.9,1.91,Fail,F
S04438,Female,17,Bachelor,Medium,Yes,Moderate,1.84,70.0,6.89,4.5,91.1,63.6,4,No,33.4,27.5,39.4,35.8,34.6,1.18,Fail,F
S04439,Female,17,Bachelor,Low,Yes,Quiet,3.28,77.6,6.49,3.5,86.2,99.8,1,No,39.2,29.7,37.6,55.1,41.3,1.55,Fail,F
S04440,Female,17,High School,Medium,Yes,Noisy,3.16,79.9,6.53,4.1,79.5,79.2,4,No,50.4,44.1,47.7,41.8,47.0,1.73,Fail,F
S04441,Female,15,High School,Low,Yes,Moderate,3.31,100.0,6.43,1.7,75.3,72.8,1,Yes,52.2,50.4,48.0,56.8,49.5,1.79,Fail,F
S04442,Male,17,Bachelor,Low,Yes,Quiet,3.95,85.7,6.7,3.0,78.7,90.6,3,Yes,62.0,53.9,38.0,47.0,51.5,2.04,Pass,D
S04443,Male,16,High School,Low,Yes,Moderate,2.9,79.8,7.71,0.9,91.3,92.6,1,Yes,28.6,44.9,58.6,50.2,48.0,1.71,Fail,F
S04444,Female,15,Master,Low,Yes,Quiet,3.66,85.6,5.3,1.4,67.6,69.4,3,No,61.0,57.1,49.4,56.0,55.9,2.61,Pass,D
S04445,Female,17,High School,Low,Yes,Quiet,0.84,64.8,7.29,3.0,76.5,58.5,2,No,18.2,29.3,22.2,30.8,22.2,0.91,Fail,F
S04446,Male,18,Bachelor,High,Yes,Moderate,1.85,76.0,7.12,1.2,76.5,67.7,0,No,35.9,52.3,41.1,41.9,43.5,1.81,Fail,F
S04447,Female,15,Master,Medium,Yes,Quiet,2.59,77.5,8.38,1.3,48.7,64.6,2,No,52.5,46.2,58.6,55.9,54.1,2.41,Pass,D
S04448,Male,16,Bachelor,Low,Yes,Moderate,1.79,74.8,6.63,3.1,50.7,71.5,2,Yes,34.0,21.7,16.0,20.6,21.0,0.57,Fail,F
S04449,Female,16,Bachelor,Low,Yes,Noisy,3.01,97.3,8.13,1.4,57.6,74.1,2,No,41.0,39.5,48.3,41.1,44.0,2.3,Fail,F
S04450,Male,18,PhD,Low,Yes,Quiet,2.59,91.6,6.14,3.9,76.8,100.0,1,No,52.9,54.0,57.8,53.9,57.5,2.08,Pass,D
S04451,Female,18,Master,Medium,Yes,Quiet,2.45,72.9,6.55,2.2,87.5,54.4,4,No,54.1,37.9,42.1,44.7,46.6,1.96,Fail,F
S04452,Female,15,High School,Medium,Yes,Moderate,4.06,72.3,7.42,2.2,70.7,50.4,0,Yes,28.6,41.4,52.7,64.2,44.1,1.47,Fail,F
S04453,Male,15,Bachelor,Low,Yes,Moderate,3.1,72.4,7.61,2.9,55.6,61.2,1,No,43.5,55.7,37.8,47.8,44.5,1.86,Fail,F
S04454,Female,16,PhD,Medium,Yes,Moderate,1.7,83.1,6.73,2.3,94.2,24.5,1,No,57.0,44.7,48.3,49.5,50.3,1.9,Pass,D
S04455,Male,18,High School,Medium,Yes,Noisy,2.28,87.0,7.22,2.9,84.2,41.6,4,Yes,42.6,36.5,38.1,43.6,43.5,1.96,Fail,F
S04456,Male,15,High School,Low,Yes,Noisy,3.9,89.2,6.84,1.1,76.6,50.1,4,Yes,57.6,60.3,64.4,47.3,58.4,2.35,Pass,D
S04457,Male,16,High School,Medium,Yes,Moderate,3.24,74.9,7.79,0.0,83.7,87.0,4,No,59.6,66.1,60.5,58.1,62.8,2.93,Pass,D
S04458,Male,18,High School,Medium,Yes,Quiet,4.44,83.2,6.85,0.4,64.2,49.7,2,Yes,61.3,55.0,55.9,48.0,56.8,2.2,Pass,D
S04459,Male,16,Bachelor,Low,Yes,Moderate,4.02,84.4,6.78,1.8,95.5,44.5,3,No,43.2,60.6,46.6,48.8,47.0,1.82,Fail,F
S04460,Female,17,Master,Medium,Yes,Moderate,2.53,97.0,7.99,3.2,84.8,57.3,1,No,43.1,47.2,54.9,36.1,43.2,1.35,Fail,F
S04461,Female,18,PhD,Medium,Yes,Moderate,4.72,92.7,7.21,5.7,77.8,76.0,1,Yes,51.3,45.4,55.0,65.3,51.9,1.83,Pass,D
S04462,Male,15,Master,Medium,Yes,Quiet,4.82,70.6,7.67,1.6,74.9,62.3,2,No,42.2,45.5,43.1,29.0,41.2,1.65,Fail,F
S04463,Female,15,High School,Medium,Yes,Moderate,0.86,66.2,9.5,1.5,81.1,64.9,1,Yes,49.3,42.1,38.8,46.2,45.1,2.06,Fail,F
S04464,Male,17,High School,Medium,Yes,Moderate,3.04,83.9,5.01,3.0,87.2,61.4,2,Yes,60.9,49.5,47.0,49.5,52.0,1.76,Pass,D
S04465,Female,18,PhD,Medium,Yes,Quiet,2.34,78.6,5.97,2.8,53.9,50.1,2,Yes,34.5,36.1,32.4,39.4,36.4,1.83,Fail,F
S04466,Female,16,High School,Medium,Yes,Noisy,2.69,75.4,6.07,2.9,68.3,56.1,2,Yes,17.1,46.9,39.6,36.8,34.6,1.16,Fail,F
S04467,Female,15,High School,Medium,Yes,Noisy,2.02,77.4,6.15,2.1,75.0,57.7,3,No,49.3,43.6,60.9,35.4,47.1,1.94,Fail,F
S04468,Female,17,Master,Low,Yes,Moderate,1.87,90.8,8.42,0.0,74.4,79.5,2,No,55.0,51.3,56.4,68.7,57.3,2.61,Pass,D
S04469,Male,17,Bachelor,Medium,Yes,Moderate,4.08,70.0,4.33,2.8,69.3,53.2,0,No,55.5,60.3,57.6,59.2,59.8,2.33,Pass,D
S04470,Male,18,High School,Medium,Yes,Quiet,1.6,100.0,7.48,2.4,91.7,85.3,0,No,55.7,59.1,57.1,52.9,57.5,2.12,Pass,D
S04471,Female,18,Master,Medium,Yes,Moderate,3.11,77.8,5.47,0.1,69.6,80.3,4,No,55.2,49.2,49.3,49.6,50.1,2.17,Pass,D
S04472,Female,15,PhD,High,Yes,Moderate,1.38,91.3,7.03,3.4,64.0,46.5,0,Yes,37.7,38.9,42.2,34.6,35.5,1.21,Fail,F
S04473,Male,17,High School,High,Yes,Moderate,4.52,78.3,7.26,3.6,73.0,75.8,1,No,45.9,60.2,60.2,56.0,54.9,2.2,Pass,D
S04474,Female,16,Master,Low,Yes,Quiet,3.04,69.8,7.91,3.3,100.0,70.8,2,Yes,59.7,51.4,58.1,48.5,54.6,2.56,Pass,D
S04475,Male,17,High School,High,Yes,Moderate,3.89,83.5,6.73,1.9,80.2,90.4,3,Yes,51.0,57.2,49.8,58.5,54.2,2.35,Pass,D
S04476,Male,16,Bachelor,Medium,Yes,Noisy,3.23,72.5,6.83,2.8,72.8,57.7,4,No,48.5,61.4,41.1,45.2,48.0,1.91,Fail,F
S04477,Male,16,Master,Medium,Yes,Quiet,2.7,86.5,4.95,1.2,75.0,79.8,1,Yes,19.9,41.5,44.0,47.6,36.4,1.12,Fail,F
S04478,Female,15,PhD,High,Yes,Quiet,3.08,84.7,9.28,0.4,53.7,81.9,3,Yes,48.9,60.5,59.5,64.2,57.3,2.73,Pass,D
S04479,Male,17,High School,Medium,Yes,Moderate,4.81,78.1,7.31,2.4,77.2,43.8,1,No,57.5,64.4,55.2,49.5,57.9,1.72,Pass,D
S04480,Female,16,High School,Medium,Yes,Moderate,1.92,86.5,7.44,0.2,83.6,89.6,1,No,42.1,53.6,57.5,48.2,51.1,1.7,Pass,D
S04481,Male,18,High School,High,Yes,Quiet,0.5,95.4,8.07,2.3,86.6,59.0,0,No,11.0,38.7,25.3,33.6,27.5,1.08,Fail,F
S04482,Female,16,Bachelor,Low,Yes,Noisy,2.06,83.9,6.93,2.4,77.6,77.0,2,Yes,53.2,44.3,47.5,55.2,54.6,2.2,Pass,D
S04483,Female,18,High School,Low,Yes,Quiet,1.55,77.7,7.42,1.3,68.8,66.7,4,Yes,29.4,32.6,49.3,56.1,44.0,1.52,Fail,F
S04484,Female,18,Bachelor,Medium,Yes,Noisy,4.16,89.0,7.72,5.4,93.6,67.1,1,No,62.8,56.4,55.0,47.7,55.6,2.27,Pass,D
S04485,Male,17,High School,High,Yes,Quiet,2.79,89.4,5.53,1.6,74.4,57.9,0,No,64.9,55.0,57.0,53.1,59.7,2.61,Pass,D
S04486,Male,18,Bachelor,High,Yes,Quiet,3.99,82.2,7.53,2.8,65.3,61.1,1,Yes,61.4,61.1,46.2,67.2,56.6,2.37,Pass,D
S04487,Female,16,High School,Low,Yes,Noisy,3.04,98.7,9.08,2.2,68.5,76.7,2,No,82.2,79.7,59.4,66.7,72.6,2.97,Pass,C
S04488,Female,18,Master,High,Yes,Noisy,3.01,82.0,8.75,3.9,74.9,91.3,6,Yes,43.9,59.5,52.9,44.0,48.1,2.21,Fail,F
S04489,Female,17,High School,Low,Yes,Noisy,3.2,99.9,8.53,2.0,75.6,51.7,2,Yes,46.9,37.3,37.3,45.9,44.9,1.78,Fail,F
S04490,Male,15,High School,High,Yes,Quiet,4.78,78.5,8.91,0.6,71.9,62.0,2,No,65.4,59.1,69.7,53.9,65.5,2.62,Pass,C
S04491,Male,16,Master,Medium,Yes,Moderate,3.22,93.5,5.74,3.1,84.7,73.9,1,No,41.3,42.5,27.5,45.2,40.1,2.14,Fail,F
S04492,Male,16,Bachelor,Low,Yes,Quiet,4.33,82.8,6.48,0.2,78.7,73.1,1,No,64.3,71.5,58.7,58.9,64.4,2.63,Pass,D
S04493,Male,17,High School,Low,Yes,Quiet,4.25,87.7,6.09,1.2,93.3,77.5,6,No,59.6,48.8,54.6,61.0,53.9,2.1,Pass,D
S04494,Female,17,High School,Low,Yes,Quiet,2.8,64.7,10.0,1.7,81.2,87.4,3,No,60.5,58.0,60.4,73.4,62.5,2.78,Pass,D
S04495,Female,17,Bachelor,Low,No,Quiet,2.91,100.0,7.24,1.8,74.7,44.3,1,No,38.1,45.5,51.6,52.4,45.8,1.94,Fail,F
S04496,Male,17,High School,Medium,No,Noisy,2.55,88.2,5.59,2.0,72.4,61.4,1,No,48.1,58.2,57.5,50.7,53.1,2.12,Pass,D
S04497,Male,16,Master,Low,Yes,Quiet,4.54,95.2,5.9,1.9,74.0,85.7,3,No,75.8,69.9,72.7,62.5,69.7,2.85,Pass,C
S04498,Female,15,Bachelor,High,Yes,Moderate,1.87,71.2,7.11,2.7,63.8,67.3,0,Yes,44.3,34.4,39.0,28.8,35.6,1.29,Fail,F
S04499,Male,18,High School,Medium,Yes,Moderate,2.13,86.7,5.64,1.5,76.5,52.7,3,Yes,45.3,39.3,34.3,30.2,35.9,1.35,Fail,F
S04500,Male,18,Bachelor,Medium,Yes,Quiet,2.67,83.2,8.87,3.2,87.2,51.0,1,No,60.6,42.4,43.9,55.9,48.4,2.2,Fail,F
S04501,Male,15,Bachelor,Low,Yes,Noisy,1.62,74.4,7.79,1.2,91.7,69.8,5,No,33.6,33.9,33.3,34.6,36.6,1.42,Fail,F
S04502,Male,15,Master,High,Yes,Quiet,2.29,97.9,7.31,0.6,82.7,63.8,1,No,49.8,77.5,54.1,48.9,61.8,2.47,Pass,D
S04503,Male,15,High School,Medium,Yes,Noisy,4.36,86.5,5.95,0.8,100.0,100.0,2,No,62.4,57.4,67.3,52.7,59.3,2.32,Pass,D
S04504,Male,17,Bachelor,High,Yes,Noisy,3.78,84.5,5.68,1.9,84.9,67.6,1,Yes,36.3,45.5,48.2,44.9,44.5,1.62,Fail,F
S04505,Female,16,High School,High,No,Noisy,2.5,91.2,7.35,4.0,54.0,58.5,0,No,44.8,36.1,42.2,37.1,42.0,1.48,Fail,F
S04506,Male,16,Bachelor,Low,Yes,Moderate,3.96,76.5,7.14,2.5,86.2,88.7,0,Yes,66.5,56.0,54.8,57.3,55.7,2.34,Pass,D
S04507,Male,16,Master,Low,Yes,Quiet,5.5,86.6,5.72,1.8,97.0,68.8,1,No,69.4,60.8,59.6,53.7,61.9,2.78,Pass,D
S04508,Female,17,High School,High,Yes,Quiet,3.38,85.9,6.95,2.4,76.0,81.6,1,No,59.7,44.4,48.4,51.9,52.7,2.15,Pass,D
S04509,Female,16,Master,High,Yes,Moderate,4.7,86.3,6.95,0.7,58.0,98.2,2,No,51.5,49.0,50.6,35.2,44.2,2.03,Fail,F
S04510,Female,17,Bachelor,Medium,Yes,Quiet,4.02,95.3,7.74,0.0,52.9,92.2,1,No,52.4,59.1,56.7,38.2,51.5,2.15,Pass,D
S04511,Male,16,Master,Medium,Yes,Noisy,2.65,80.8,9.11,1.0,78.6,75.6,2,Yes,71.6,67.7,74.5,47.9,64.8,2.53,Pass,D
S04512,Female,15,Master,Medium,Yes,Moderate,3.24,79.7,4.92,0.9,64.8,80.9,1,No,59.6,53.2,58.9,51.6,56.2,2.11,Pass,D
S04513,Male,18,High School,Medium,Yes,Quiet,3.63,78.9,7.8,6.1,76.9,90.2,1,Yes,43.1,31.1,42.4,43.5,39.0,1.6,Fail,F
S04514,Male,18,High School,Low,Yes,Quiet,2.11,78.4,6.3,5.4,74.4,55.7,2,Yes,22.5,37.6,31.3,28.2,29.3,1.1,Fail,F
S04515,Male,17,High School,Medium,Yes,Quiet,0.5,96.0,7.42,5.4,100.0,50.4,1,No,37.4,26.0,37.9,38.7,35.3,1.25,Fail,F
S04516,Female,16,High School,Low,No,Moderate,2.0,84.3,7.13,0.7,92.5,100.0,1,No,64.1,55.4,75.1,59.0,64.6,2.71,Pass,D
S04517,Female,18,Bachelor,Medium,Yes,Quiet,0.5,95.2,7.5,5.1,71.5,51.2,2,Yes,57.7,56.0,63.3,55.6,58.2,1.88,Pass,D
S04518,Female,15,Bachelor,High,Yes,Moderate,2.1,87.7,5.76,1.4,73.8,100.0,1,No,43.8,39.9,36.5,39.4,41.4,1.7,Fail,F
S04519,Female,15,PhD,High,Yes,Moderate,0.95,76.3,7.97,5.0,94.0,59.6,3,Yes,30.9,14.1,26.5,47.7,27.1,0.76,Fail,F
S04520,Female,15,Bachelor,High,Yes,Quiet,4.06,69.9,7.04,3.2,81.8,56.5,3,No,45.9,46.3,48.9,42.8,46.0,1.8,Fail,F
S04521,Male,17,Master,High,Yes,Moderate,1.58,70.5,8.39,1.0,84.8,81.9,4,Yes,47.6,30.4,47.0,35.8,41.5,1.75,Fail,F
S04522,Male,17,Master,Medium,Yes,Moderate,3.65,76.1,8.59,5.0,97.7,45.9,3,Yes,53.7,58.9,42.2,53.5,50.6,2.06,Pass,D
S04523,Male,16,Master,High,Yes,Moderate,3.92,95.2,7.24,4.9,68.4,100.0,3,No,47.2,48.4,55.3,41.0,50.6,1.93,Pass,D
S04524,Male,15,High School,High,Yes,Noisy,3.84,98.0,7.99,0.9,94.3,98.9,3,No,54.1,67.0,68.8,71.8,66.6,2.7,Pass,C
S04525,Female,16,Bachelor,High,Yes,Quiet,0.76,85.9,7.9,3.0,74.1,93.1,0,No,38.7,35.4,42.6,40.8,40.9,0.9,Fail,F
S04526,Female,16,High School,Medium,Yes,Moderate,4.35,94.3,8.34,0.0,46.3,47.1,2,No,85.7,71.3,74.1,88.9,78.7,2.35,Pass,C
S04527,Male,15,High School,Low,Yes,Noisy,3.5,79.5,8.27,1.9,62.5,89.4,2,Yes,52.2,44.4,52.7,38.7,45.2,1.88,Fail,F
S04528,Female,16,High School,Low,Yes,Quiet,3.97,78.7,5.84,1.9,66.1,87.8,1,No,55.8,40.6,62.4,59.6,54.8,2.37,Pass,D
S04529,Female,18,Master,Low,Yes,Moderate,5.2,92.7,7.28,1.9,100.0,72.5,0,No,80.6,80.1,59.3,72.3,74.1,3.18,Pass,C
S04530,Male,17,Bachelor,High,Yes,Moderate,3.95,86.7,5.61,4.9,78.1,82.6,2,No,61.8,66.9,63.1,58.4,64.3,2.38,Pass,D
S04531,Male,16,Bachelor,Medium,No,Moderate,1.58,92.3,6.48,0.5,75.4,79.3,2,No,63.7,48.5,47.6,54.8,52.1,1.86,Pass,D
S04532,Female,15,PhD,High,Yes,Quiet,3.78,85.5,6.52,2.2,100.0,51.8,2,No,80.3,67.3,71.3,79.6,78.8,2.93,Pass,C
S04533,Female,17,High School,Medium,Yes,Moderate,1.2,81.2,7.59,3.6,68.3,63.4,2,Yes,28.8,13.6,34.5,32.2,27.4,0.99,Fail,F
S04534,Male,17,Bachelor,Medium,Yes,Quiet,2.92,82.8,6.77,0.5,74.1,65.5,3,Yes,51.8,35.4,48.8,46.9,45.2,1.64,Fail,F
S04535,Male,16,Master,Low,Yes,Moderate,2.4,88.1,6.84,1.2,80.5,47.2,1,No,37.4,59.2,51.2,43.8,45.5,1.65,Fail,F
S04536,Male,18,High School,Low,Yes,Moderate,3.01,87.4,8.0,4.2,79.2,81.3,3,No,58.9,49.6,53.6,50.6,49.7,2.06,Fail,F
S04537,Female,16,Bachelor,Medium,Yes,Moderate,1.19,75.7,7.88,4.5,85.1,86.9,4,No,24.6,46.6,38.5,32.8,38.5,1.5,Fail,F
S04538,Male,18,High School,Medium,Yes,Moderate,1.33,83.8,7.28,1.9,88.2,76.8,3,Yes,40.8,48.7,49.9,44.5,48.1,1.57,Fail,F
S04539,Male,17,Master,Low,Yes,Quiet,2.46,69.8,7.75,3.8,67.6,98.1,1,No,34.5,44.9,36.6,41.6,42.0,1.61,Fail,F
S04540,Female,16,High School,Medium,Yes,Quiet,2.73,81.5,7.65,4.8,51.9,75.2,0,No,57.0,43.4,35.3,31.6,38.3,1.91,Fail,F
S04541,Female,15,High School,Medium,Yes,Quiet,2.49,75.8,8.96,1.9,86.0,70.3,1,No,59.8,62.7,53.1,75.2,62.9,2.13,Pass,D
S04542,Female,16,Bachelor,High,Yes,Quiet,4.74,54.5,6.79,3.7,52.2,61.7,2,No,60.7,53.5,50.6,49.7,53.3,1.93,Pass,D
S04543,Female,18,High School,Low,No,Moderate,3.51,100.0,6.25,1.9,84.8,74.1,3,No,42.4,38.3,30.6,46.6,37.4,1.5,Fail,F
S04544,Female,18,High School,Medium,Yes,Moderate,3.48,77.3,7.2,0.5,91.0,29.6,1,No,33.2,44.5,43.2,58.9,47.3,2.08,Fail,F
S04545,Male,16,Bachelor,Low,Yes,Quiet,2.54,75.6,6.05,2.5,96.9,96.5,0,No,48.4,42.2,43.2,53.2,46.4,1.6,Fail,F
S04546,Male,18,High School,Medium,No,Noisy,1.33,100.0,6.63,2.1,78.0,75.9,3,Yes,28.1,56.0,51.7,46.9,44.9,1.79,Fail,F
S04547,Female,17,Bachelor,Medium,Yes,Moderate,3.0,73.3,7.45,1.1,100.0,87.0,3,No,69.0,75.4,75.4,75.6,73.4,2.8,Pass,C
S04548,Female,16,Bachelor,Medium,Yes,Quiet,5.17,70.5,6.49,2.0,59.1,87.2,0,No,66.2,43.3,59.8,57.8,58.3,2.28,Pass,D
S04549,Female,18,Bachelor,High,Yes,Quiet,3.27,82.9,6.77,2.2,100.0,81.0,1,No,40.3,48.3,41.0,49.1,41.6,1.74,Fail,F
S04550,Female,16,Bachelor,Low,Yes,Moderate,4.34,80.1,6.73,2.9,68.5,54.7,0,No,58.2,49.2,51.2,51.9,54.5,2.33,Pass,D
S04551,Female,16,High School,Low,Yes,Quiet,4.49,78.6,6.57,4.1,80.5,20.0,0,Yes,39.8,33.9,45.5,34.8,36.3,0.94,Fail,F
S04552,Male,15,High School,Medium,No,Noisy,3.67,75.8,5.9,4.1,82.4,100.0,1,Yes,50.2,70.4,46.4,51.9,58.2,2.4,Pass,D
S04553,Male,16,Master,Medium,No,Moderate,3.26,83.1,8.01,2.4,100.0,70.3,2,No,54.7,47.3,59.9,57.3,55.6,1.96,Pass,D
S04554,Male,15,Master,Low,Yes,Noisy,1.81,100.0,8.37,1.7,63.5,64.9,4,No,49.5,57.4,44.3,59.8,50.0,1.9,Pass,F
S04555,Male,18,High School,Medium,Yes,Quiet,2.75,68.9,7.95,4.5,100.0,66.0,2,No,40.9,44.6,38.6,40.4,40.9,1.47,Fail,F
S04556,Female,15,Bachelor,Low,Yes,Moderate,2.57,93.4,7.94,2.4,47.8,63.1,3,Yes,67.9,50.8,41.7,41.5,48.7,2.06,Fail,F
S04557,Male,15,Bachelor,Low,Yes,Noisy,3.4,100.0,6.58,1.6,78.8,69.8,2,No,57.4,60.5,40.9,66.5,55.1,1.9,Pass,D
S04558,Female,15,Bachelor,Medium,Yes,Quiet,1.3,78.7,7.18,2.8,88.6,68.9,2,No,58.9,62.4,62.5,46.6,57.5,2.35,Pass,D
S04559,Female,17,Bachelor,High,Yes,Quiet,2.36,88.8,6.22,0.0,95.5,71.8,1,Yes,50.8,49.4,35.6,29.8,39.9,1.72,Fail,F
S04560,Female,15,High School,Medium,Yes,Moderate,3.48,83.8,6.87,1.8,58.6,66.4,1,No,69.2,45.9,72.5,57.3,60.5,2.75,Pass,D
S04561,Male,16,Bachelor,Medium,Yes,Noisy,2.16,67.8,6.95,1.7,50.5,83.3,4,Yes,40.0,26.1,31.6,45.2,36.9,1.1,Fail,F
S04562,Female,15,High School,High,Yes,Moderate,1.9,97.2,5.61,1.3,99.7,80.9,2,Yes,31.5,42.0,47.7,47.6,41.2,1.54,Fail,F
S04563,Male,16,Bachelor,Medium,Yes,Moderate,2.05,85.4,7.13,3.1,83.6,62.0,1,No,36.4,38.9,43.7,36.8,38.4,1.54,Fail,F
S04564,Male,15,Master,Medium,Yes,Moderate,2.67,79.8,6.47,4.1,51.4,72.9,1,No,31.0,34.7,37.1,43.5,39.4,1.61,Fail,F
S04565,Female,17,Bachelor,High,Yes,Quiet,0.5,69.8,7.27,5.0,72.4,52.5,1,No,30.1,22.0,15.0,28.2,19.2,1.26,Fail,F
S04566,Female,18,High School,Low,Yes,Moderate,2.1,90.2,6.76,1.8,68.9,79.4,2,No,47.7,42.7,55.2,61.2,55.9,2.24,Pass,D
S04567,Female,15,PhD,Medium,Yes,Quiet,4.14,86.5,7.35,2.1,97.0,95.3,2,No,45.5,45.5,72.2,62.1,54.4,2.0,Pass,D
S04568,Male,15,Master,High,Yes,Quiet,3.39,91.1,7.7,1.5,74.6,83.3,0,Yes,40.3,50.2,65.9,61.3,60.4,2.59,Pass,D
